"arquivo","modelo","solver","status_execucao","status","status_primal","status_dual","raw_status","objetivo","tempo_solver_s","tempo_total_s","variaveis","restricoes_sem_bounds","restricoes_com_bounds","max_iter","tol","timeout_s","deu_timeout","erro_include","erro_solver","madnlp_iterations","madnlp_objective_final_log","madnlp_dual_infeasibility","madnlp_constraint_violation","madnlp_variable_bound_violation","madnlp_complementarity","madnlp_overall_nlp_error","madnlp_total_seconds","madnlp_jacobian_nnz","madnlp_hessian_nnz","log_madnlp"
"jump/qcqp_corrigidos/qcqp1000-1c_jump.jl","qcqp1000-1c_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-46.427954023444705","4.564291954040527","9.02812385559082","1000","1","2001","3000","1.0e-7","300.0","false","","","5","-4.6427954023444705e+01","4.1071818051433363e-10","1.6065541785792448e-08","","4.0549451241872696e-08","4.0549451241872696e-08","","2020","3498","logs_madnlp_simples/qcqp1000-1c_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp1000-1nc_jump.jl","qcqp1000-1nc_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-782.2509014826212","4.896356105804443","9.35179591178894","1000","1","2001","3000","1.0e-7","300.0","false","","","226","-7.8225090148262120e+02","2.0289499641980460e-13","2.6890347726293840e-09","","9.8445159214925174e-09","9.8445159214925174e-09","","2019","3497","logs_madnlp_simples/qcqp1000-1nc_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp1000-2c_jump.jl","qcqp1000-2c_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-43.90063099221327","4.562813997268677","9.021108150482178","1000","2","2002","3000","1.0e-7","300.0","false","","","5","-4.3900630992213273e+01","1.8064252220315979e-09","5.8824731752338266e-08","","7.1551236591970163e-08","7.1551236591970163e-08","","4037","4998","logs_madnlp_simples/qcqp1000-2c_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp1000-2nc_jump.jl","qcqp1000-2nc_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-789.4916012399341","5.118918180465698","9.551718950271606","1000","2","2002","3000","1.0e-7","300.0","false","","","246","-7.8949160123993408e+02","2.4022365265426956e-13","2.3169377527665347e-09","","9.9582989401385007e-09","9.9582989401385007e-09","","4040","4999","logs_madnlp_simples/qcqp1000-2nc_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp1500-1c_jump.jl","qcqp1500-1c_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-65.91439731398579","4.6065709590911865","9.072426080703735","1500","1","3001","3000","1.0e-7","300.0","false","","","5","-6.5914397313985788e+01","8.6600462960405372e-10","2.6229294292079430e-08","","6.1621742235356705e-08","6.1621742235356705e-08","","3762","6368","logs_madnlp_simples/qcqp1500-1c_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp1500-1nc_jump.jl","qcqp1500-1nc_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-1179.1011447120093","6.179654121398926","10.64705491065979","1500","1","3001","3000","1.0e-7","300.0","false","","","271","-1.1791011447120093e+03","9.0938428934721584e-16","4.3200998334214091e-12","","9.0918252452973353e-09","9.0918252452973353e-09","","3770","6372","logs_madnlp_simples/qcqp1500-1nc_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp500-3c_jump.jl","qcqp500-3c_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-21.556048163174044","4.5955328941345215","9.035830020904541","500","3","1003","3000","1.0e-7","300.0","false","","","5","-2.1556048163174044e+01","6.3606547295480634e-10","1.4213174637234260e-08","","1.9229380373786800e-08","1.9229380373786800e-08","","3053","3247","logs_madnlp_simples/qcqp500-3c_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp500-3nc_jump.jl","qcqp500-3nc_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-400.14482940198553","4.748939037322998","9.209563970565796","500","3","1003","3000","1.0e-7","300.0","false","","","158","-4.0014482940198553e+02","1.1824604796613975e-13","3.4162894735345617e-10","","9.1037024114993750e-09","9.1037024114993750e-09","","3058","3249","logs_madnlp_simples/qcqp500-3nc_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp750-2c_jump.jl","qcqp750-2c_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-32.757223601581025","4.586522102355957","9.051192998886108","750","2","1502","3000","1.0e-7","300.0","false","","","5","-3.2757223601581025e+01","1.6228753756238384e-09","3.7204245018074289e-08","","5.1393908633245703e-08","5.1393908633245703e-08","","3038","3748","logs_madnlp_simples/qcqp750-2c_jump_madnlp.log"
"jump/qcqp_corrigidos/qcqp750-2nc_jump.jl","qcqp750-2nc_jump","MadNLP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-588.7057150977962","4.863911867141724","9.294800043106079","750","2","1502","3000","1.0e-7","300.0","false","","","207","-5.8870571509779620e+02","1.2520740455931265e-13","2.6238922146148980e-10","","9.1726833058126664e-09","9.1726833058126664e-09","","3039","3747","logs_madnlp_simples/qcqp750-2nc_jump_madnlp.log"
