"arquivo","modelo","status","status_primal","status_dual","raw_status","objetivo","tempo_jump_s","tempo_total_s","variaveis","restricoes_sem_bounds","restricoes_com_bounds","madnlp_iterations","madnlp_objective_final_log","madnlp_dual_infeasibility","madnlp_constraint_violation","madnlp_variable_bound_violation","madnlp_complementarity","madnlp_overall_nlp_error","madnlp_total_seconds","madnlp_jacobian_nnz","madnlp_hessian_nnz","erro_solver","log_madnlp"
"jump_2/ex2_1_4_jump.jl","ex2_1_4_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-11.000000045024082","4.326271057128906","8.995110034942627","7","6","16","6","-1.1000000045024082e+01","4.4188150027935080e-08","2.3095306238416143e-10","","8.2800335156187579e-08","8.2800335156187579e-08","","38","1","","logs_madnlp_simples_2/ex2_1_4_jump_madnlp_2.log"
"jump_2/ex2_1_6_jump.jl","ex2_1_6_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-39.0000051616299","4.351477146148682","9.027503967285156","11","6","26","6","-3.9000005161629900e+01","2.8421709430404007e-14","4.2156287349826016e-09","","1.0704761279163500e-08","1.0704761279163500e-08","","67","10","","logs_madnlp_simples_2/ex2_1_6_jump_madnlp_2.log"
"jump_2/ex2_1_7_jump.jl","ex2_1_7_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-4150.410258009035","4.341571092605591","8.848239183425903","21","11","31","7","-4.1504102580090348e+03","1.7053025658242404e-13","5.5422333389287814e-13","","7.2116155513394579e-09","7.2116155513394579e-09","","205","20","","logs_madnlp_simples_2/ex2_1_7_jump_madnlp_2.log"
"jump_2/ex2_1_8_jump.jl","ex2_1_8_jump","LOCALLY_INFEASIBLE","INFEASIBLE_POINT","INFEASIBLE_POINT","Converged to a point of local infeasibility. Problem may be infeasible.","18528.157632408802","4.384610891342163","8.899115085601807","25","11","59","79","1.8528157632408802e+04","9.9999999998752986e-01","1.2166195374758324e-09","","9.0909251429380103e-09","9.9999999998752986e-01","","97","24","","logs_madnlp_simples_2/ex2_1_8_jump_madnlp_2.log"
"jump_2/ex2_1_9_jump.jl","ex2_1_9_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.374999972952143","4.363929033279419","8.911883115768433","11","2","12","6","-3.7499997295214299e-01","9.1038288019262836e-14","1.3222118046519096e-12","","9.0936680912786497e-09","9.0936680912786497e-09","","55","22","","logs_madnlp_simples_2/ex2_1_9_jump_madnlp_2.log"
"jump_2/ex3_1_1_jump.jl","ex3_1_1_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","7049.247765673006","4.322180986404419","8.993144035339355","9","7","23","9","7.0492477656730061e+03","7.1141977700575219e-16","7.2759576141834259e-12","","1.6279757177801654e-09","1.6279757177801654e-09","","26","5","","logs_madnlp_simples_2/ex3_1_1_jump_madnlp_2.log"
"jump_2/ex3_1_2_jump.jl","ex3_1_2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-30665.53886319654","4.3403260707855225","9.049488067626953","6","7","17","8","-3.0665538863196540e+04","6.8583932988594436e-14","1.8189894035458565e-12","","9.0913842944749300e-09","9.0913842944749300e-09","","39","20","","logs_madnlp_simples_2/ex3_1_2_jump_madnlp_2.log"
"jump_2/ex3_1_3_jump.jl","ex3_1_3_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-310.0000095082422","4.497671127319336","9.394644975662231","7","7","17","11","-3.1000000950824221e+02","1.3064164861020799e-08","7.1054273576010019e-15","","1.1781436533593118e-08","1.3064164861020799e-08","","27","8","","logs_madnlp_simples_2/ex3_1_3_jump_madnlp_2.log"
"jump_2/ex3_1_4_jump.jl","ex3_1_4_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-4.0000001427346294","4.406328916549683","9.247557163238525","4","4","9","6","-4.0000001427346294e+00","6.9225299443796651e-11","4.4263259724175441e-11","","9.0912689328406782e-09","9.0912689328406782e-09","","21","6","","logs_madnlp_simples_2/ex3_1_4_jump_madnlp_2.log"
"jump_2/ex4_1_1_jump.jl","ex4_1_1_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.5199780610800286","9.020155906677246","15.49259090423584","2","1","3","17","-5.1997806108002864e-01","3.2723894642745789e-15","3.7581049383561555e-18","","9.0909520106250636e-09","9.0909520106250636e-09","","2","1","","logs_madnlp_simples_2/ex4_1_1_jump_madnlp_2.log"
"jump_2/ex4_1_2_jump.jl","ex4_1_2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-663.5000966105","9.030606031417847","15.489068031311035","2","1","3","7","-6.6350009661050001e+02","2.9476397760517137e-12","1.1368683772161603e-13","","9.0909118774530750e-09","9.0909118774530750e-09","","2","1","","logs_madnlp_simples_2/ex4_1_2_jump_madnlp_2.log"
"jump_2/ex4_1_3_jump.jl","ex4_1_3_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-443.67170474112436","8.965219020843506","15.542710065841675","2","1","3","4","-4.4367170474112436e+02","1.8400025663022759e-13","0.0000000000000000e+00","","9.0909095381741332e-09","9.0909095381741332e-09","","2","1","","logs_madnlp_simples_2/ex4_1_3_jump_madnlp_2.log"
"jump_2/ex4_1_5_jump.jl","ex4_1_5_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-4.400094531602996e-14","9.167630910873413","15.795811891555786","3","1","3","4","-4.4000945316029962e-14","9.0909092016112049e-14","4.4001889743328229e-14","","9.0909779993224760e-09","9.0909779993224760e-09","","3","3","","logs_madnlp_simples_2/ex4_1_5_jump_madnlp_2.log"
"jump_2/ex4_1_6_jump.jl","ex4_1_6_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","6.9999999999999565","9.156110048294067","15.646037817001343","2","1","3","4","6.9999999999999565e+00","1.7812026320410822e-13","1.4210854715202004e-13","","9.0909098222440740e-09","9.0909098222440740e-09","","2","1","","logs_madnlp_simples_2/ex4_1_6_jump_madnlp_2.log"
"jump_2/ex4_1_7_jump.jl","ex4_1_7_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-7.500000000000001","8.94928789138794","15.390461921691895","2","1","3","4","-7.5000000000000009e+00","4.2590838879107791e-16","8.8817841970012523e-16","","9.0909117108943973e-09","9.0909117108943973e-09","","2","1","","logs_madnlp_simples_2/ex4_1_7_jump_madnlp_2.log"
"jump_2/ex4_1_8_jump.jl","ex4_1_8_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-16.738893184394673","9.011542081832886","15.55190110206604","3","2","6","4","-1.6738893184394673e+01","6.2391320976206625e-14","7.9936057773011271e-15","","9.0910207973926938e-09","9.0910207973926938e-09","","6","2","","logs_madnlp_simples_2/ex4_1_8_jump_madnlp_2.log"
"jump_2/ex4_1_9_jump.jl","ex4_1_9_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-5.508013263419826","8.884936094284058","15.351553916931152","3","3","7","5","-5.5080132634198264e+00","3.7413088149956060e-14","1.4589112109345318e-12","","9.0999795439396891e-09","9.0999795439396891e-09","","7","2","","logs_madnlp_simples_2/ex4_1_9_jump_madnlp_2.log"
"jump_2/ex5_2_2_case1_jump.jl","ex5_2_2_case1_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-400.0000040865145","4.317008972167969","9.077107906341553","10","7","25","20","-4.0000000408651448e+02","1.9665781810313075e-10","2.2015456124790944e-10","","1.2492068381836921e-08","1.2492068381836921e-08","","31","4","","logs_madnlp_simples_2/ex5_2_2_case1_jump_madnlp_2.log"
"jump_2/ex5_2_2_case2_jump.jl","ex5_2_2_case2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-400.0000040870045","4.3361170291900635","9.126134872436523","10","7","25","19","-4.0000000408700453e+02","1.7364559253291980e-10","2.4611779281258350e-10","","1.2271220239661186e-08","1.2271220239661186e-08","","31","4","","logs_madnlp_simples_2/ex5_2_2_case2_jump_madnlp_2.log"
"jump_2/ex5_2_2_case3_jump.jl","ex5_2_2_case3_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-750.0000075037093","4.3363869190216064","9.097179889678955","10","7","25","23","-7.5000000750370930e+02","1.2746749474981852e-09","1.0231815394945443e-12","","1.2544659546609050e-08","1.2544659546609050e-08","","31","4","","logs_madnlp_simples_2/ex5_2_2_case3_jump_madnlp_2.log"
"jump_2/ex5_2_4_jump.jl","ex5_2_4_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-450.0000065668687","4.326114892959595","9.066094875335693","8","7","21","24","-4.5000000656686871e+02","1.7183481304527959e-09","9.1074525698786601e-10","","1.3739187734893526e-08","1.3739187734893526e-08","","44","14","","logs_madnlp_simples_2/ex5_2_4_jump_madnlp_2.log"
"jump_2/ex5_2_5_jump.jl","ex5_2_5_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-3500.0000469921133","4.382467985153198","9.085833072662354","33","20","84","221","-3.5000000469921133e+03","8.0276208444715786e-08","1.6939310398811358e-08","","9.5905366624809279e-09","8.0276208444715786e-08","","479","195","","logs_madnlp_simples_2/ex5_2_5_jump_madnlp_2.log"
"jump_2/ex5_3_2_jump.jl","ex5_3_2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","1.864159512609786","4.361660957336426","8.927896976470947","23","17","61","39","1.8641595126097861e+00","4.1677274243990591e-12","2.1174173525650986e-12","","9.0926472497275631e-09","9.0926472497275631e-09","","64","12","","logs_madnlp_simples_2/ex5_3_2_jump_madnlp_2.log"
"jump_2/ex5_3_3_jump.jl","ex5_3_3_jump","LOCALLY_INFEASIBLE","INFEASIBLE_POINT","INFEASIBLE_POINT","Converged to a point of local infeasibility. Problem may be infeasible.","3.9141555667403236","4.399953126907349","8.953943967819214","63","54","178","169","3.9141555667403236e+00","9.9999999996931743e-01","5.6843418860808015e-14","","9.0909091442671240e-09","9.9999999996931743e-01","","297","103","","logs_madnlp_simples_2/ex5_3_3_jump_madnlp_2.log"
"jump_2/ex5_4_2_jump.jl","ex5_4_2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","7512.22988664438","4.326020002365112","8.951725006103516","9","7","23","22","7.5122298866443798e+03","1.4210854715202004e-14","7.1888251303445264e-12","","9.0913089480240493e-09","9.0913089480240493e-09","","26","5","","logs_madnlp_simples_2/ex5_4_2_jump_madnlp_2.log"
"jump_2/ex5_4_3_jump.jl","ex5_4_3_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","4845.461995378778","8.971783876419067","15.565985918045044","17","14","46","103","4.8454619953787778e+03","7.6241235547058750e-11","7.8443918027915061e-12","","9.1690338894583757e-09","9.1690338894583757e-09","","45","14","","logs_madnlp_simples_2/ex5_4_3_jump_madnlp_2.log"
"jump_2/ex5_4_4_jump.jl","ex5_4_4_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","12138.447978397366","8.94609785079956","15.492601156234741","28","20","74","81","1.2138447978397366e+04","3.1540692262417512e-11","1.2050804798491299e-11","","9.3645115286450889e-09","9.3645115286450889e-09","","79","24","","logs_madnlp_simples_2/ex5_4_4_jump_madnlp_2.log"
"jump_2/ex6_1_1_jump.jl","ex6_1_1_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.017577543292944153","4.346698999404907","8.030996799468994","9","7","19","10","-1.7577543292944153e-02","2.8738117273898615e-08","1.6546752301671575e-09","","1.1803240423631685e-08","2.8738117273898615e-08","","33","22","","logs_madnlp_simples_2/ex6_1_1_jump_madnlp_2.log"
"jump_2/ex6_1_2_jump.jl","ex6_1_2_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.017577543292944153","4.358023166656494","8.014142036437988","9","7","19","10","-1.7577543292944153e-02","2.8738117273898615e-08","1.6546752301671575e-09","","1.1803240423631685e-08","2.8738117273898615e-08","","33","22","","logs_madnlp_simples_2/ex6_1_2_jump_madnlp_2.log"
"jump_2/ex6_1_3_jump.jl","ex6_1_3_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.3243487944429397","4.376961946487427","8.025677919387817","13","10","28","367","-3.2434879444293968e-01","8.9185309518486149e-08","1.8241189059242657e-08","","9.0909090910712050e-09","8.9185309518486149e-08","","61","48","","logs_madnlp_simples_2/ex6_1_3_jump_madnlp_2.log"
"jump_2/ex6_1_4_jump.jl","ex6_1_4_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.294541287775792","4.342077016830444","7.990714073181152","7","5","14","17","-2.9454128777579203e-01","3.8166604479725891e-12","3.8857805861880479e-16","","9.0909094360659774e-09","9.0909094360659774e-09","","31","21","","logs_madnlp_simples_2/ex6_1_4_jump_madnlp_2.log"
"jump_2/gtm_jump.jl","gtm_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","543.5650925085167","9.408596992492676","15.865642070770264","64","25","124","23","5.4356509250851673e+02","4.9430965109282596e-10","5.6477295354160198e-13","","9.1110455106694480e-09","9.1110455106694480e-09","","162","20","","logs_madnlp_simples_2/gtm_jump_madnlp_2.log"
"jump_2/harker_jump.jl","harker_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-986.5134842538886","8.900405168533325","15.372560024261475","21","8","28","12","-9.8651348425388858e+02","4.8729145780957630e-08","4.9116124500869773e-09","","2.1204712448622727e-08","4.8729145780957630e-08","","61","20","","logs_madnlp_simples_2/harker_jump_madnlp_2.log"
"jump_2/haverly_jump.jl","haverly_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-400.00000408693256","4.346915006637573","9.091755867004395","13","10","24","20","-4.0000000408693256e+02","3.4433275981322973e-10","9.0949470177292824e-13","","1.2217865939112100e-08","1.2217865939112100e-08","","37","4","","logs_madnlp_simples_2/haverly_jump_madnlp_2.log"
"jump_2/hhfair_jump.jl","hhfair_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-87.1590375931741","9.371115922927856","15.92765998840332","30","26","40","18","-8.7159037593174105e+01","1.8878414339841370e-11","6.7173466788972291e-10","","3.1026481394299264e-08","3.1026481394299264e-08","","84","30","","logs_madnlp_simples_2/hhfair_jump_madnlp_2.log"
"jump_2/himmel16_jump.jl","himmel16_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-0.6749813952402127","4.7856199741363525","9.473528861999512","19","22","25","23","-6.7498139524021272e-01","6.3861800268960154e-10","4.8288403275975611e-09","","9.1431695728701227e-09","9.1431695728701227e-09","","157","102","","logs_madnlp_simples_2/himmel16_jump_madnlp_2.log"
"jump_2/house_jump.jl","house_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","-4500.000045304958","4.322684049606323","9.191035032272339","9","9","14","27","-4.5000000453049579e+03","9.0816243414337805e-14","9.7770680440589786e-12","","9.0911435996521817e-09","9.0911435996521817e-09","","27","5","","logs_madnlp_simples_2/house_jump_madnlp_2.log"
"jump_2/immum_jump.jl","immum_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","2.9193821942092535e-7","4.5879669189453125","9.15065598487854","22","8","29","35","2.9193821942092535e-07","2.5209708638717231e-12","7.2759576141834259e-12","","1.5568331377212796e-08","1.5568331377212796e-08","","69","6","","logs_madnlp_simples_2/immum_jump_madnlp_2.log"
"jump_2/Ints100_jump.jl","Ints100_jump","LOCALLY_SOLVED","FEASIBLE_POINT","FEASIBLE_POINT","Optimal Solution Found (tol = 1.0e-07).","0.5545954011669343","9.651680946350098","16.33073115348816","507","401","611","69","5.5459540116693429e-01","4.1968355488489260e-13","1.0325074129013956e-13","","9.0909114212248937e-09","9.0909114212248937e-09","","2202","1400","","logs_madnlp_simples_2/Ints100_jump_madnlp_2.log"
