"arquivo","modelo","solver","algoritmo","status_execucao","status","status_primal","status_dual","raw_status","objetivo","tempo_jump_s","variaveis","restricoes_sem_bounds","restricoes_com_bounds","maxeval","maxtime","tol","constrtol_abs","erro_include","erro_solver","log"
"jump_2/ex4_1_8_jump.jl","ex4_1_8_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-16.738893190879168","1.0636940002441406","3","2","6","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex4_1_8_jump_nlopt_2.log"
"jump_2/ex4_1_9_jump.jl","ex4_1_9_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-5.50801327159527","1.1433911323547363","3","3","7","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex4_1_9_jump_nlopt_2.log"
"jump_2/ex5_2_2_case1_jump.jl","ex5_2_2_case1_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","0.0","0.2505629062652588","10","7","25","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_2_2_case1_jump_nlopt_2.log"
"jump_2/ex5_2_2_case2_jump.jl","ex5_2_2_case2_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","0.0","0.2490091323852539","10","7","25","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_2_2_case2_jump_nlopt_2.log"
"jump_2/ex5_2_2_case3_jump.jl","ex5_2_2_case3_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","0.0","0.257051944732666","10","7","25","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_2_2_case3_jump_nlopt_2.log"
"jump_2/ex5_2_4_jump.jl","ex5_2_4_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-450.00000000000017","0.24798297882080078","8","7","21","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_2_4_jump_nlopt_2.log"
"jump_2/ex5_2_5_jump.jl","ex5_2_5_jump","NLopt","LD_SLSQP","OK","OTHER_ERROR","UNKNOWN_RESULT_STATUS","NO_SOLUTION","FAILURE","-285.21078548853166","0.25253987312316895","33","20","84","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_2_5_jump_nlopt_2.log"
"jump_2/ex5_3_2_jump.jl","ex5_3_2_jump","NLopt","LD_SLSQP","OK","ALMOST_LOCALLY_SOLVED","NEARLY_FEASIBLE_POINT","NO_SOLUTION","ROUNDOFF_LIMITED","0.0","0.1649308204650879","23","17","61","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_3_2_jump_nlopt_2.log"
"jump_2/ex5_3_3_jump.jl","ex5_3_3_jump","NLopt","LD_SLSQP","OK","ALMOST_LOCALLY_SOLVED","NEARLY_FEASIBLE_POINT","NO_SOLUTION","ROUNDOFF_LIMITED","0.0","0.16037702560424805","63","54","178","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_3_3_jump_nlopt_2.log"
"jump_2/ex5_4_2_jump.jl","ex5_4_2_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","7512.230174873104","0.2658882141113281","9","7","23","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_4_2_jump_nlopt_2.log"
"jump_2/ex5_4_3_jump.jl","ex5_4_3_jump","NLopt","LD_SLSQP","OK","ALMOST_LOCALLY_SOLVED","NEARLY_FEASIBLE_POINT","NO_SOLUTION","ROUNDOFF_LIMITED","0.0","1.1084470748901367","17","14","46","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_4_3_jump_nlopt_2.log"
"jump_2/ex5_4_4_jump.jl","ex5_4_4_jump","NLopt","LD_SLSQP","OK","ALMOST_LOCALLY_SOLVED","NEARLY_FEASIBLE_POINT","NO_SOLUTION","ROUNDOFF_LIMITED","0.0","1.08595609664917","28","20","74","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/ex5_4_4_jump_nlopt_2.log"
"jump_2/ex6_1_1_jump.jl","ex6_1_1_jump","NLopt","LD_SLSQP","ERRO_INCLUDE","","","","","NaN","NaN","","","","3000","1800.0","1.0e-7","1.0e-7","LoadError: UndefVarError: `optimize!` not defined in `Main` | Hint: It looks like two or more modules export different bindings with this name, resulting in ambiguity. Try explicitly importing it from a particular module, or qualifying the name with the module it should come from. | Hint: a global variable of this name also exists in NLopt. | Hint: a global variable of this name also exists in JuMP. | Stacktrace: |  [1] top-level scope |    @ ~/Documentos/otmization/jump_2/ex6_1_1_jump.jl:43 |  [2] include(mapexpr::Function, mod::Module, _path::String) |    @ Base ./Base.jl:307 |  [3] top-level scope |    @ ~/Documentos/otmization/rodar_um_nlopt_2.jl:82 |  [4] include(mod::Module, _path::String) |    @ Base ./Base.jl:306 |  [5] exec_options(opts::Base.JLOptions) |    @ Base ./client.jl:317 |  [6] _start() |    @ Base ./client.jl:550 | in expression starting at /home/rezendegdm/Documentos/otmization/jump_2/ex6_1_1_jump.jl:43","","logs_nlopt_simples_2/ex6_1_1_jump_nlopt_2.log"
"jump_2/ex6_1_2_jump.jl","ex6_1_2_jump","NLopt","LD_SLSQP","ERRO_INCLUDE","","","","","NaN","NaN","","","","3000","1800.0","1.0e-7","1.0e-7","LoadError: UndefVarError: `optimize!` not defined in `Main` | Hint: It looks like two or more modules export different bindings with this name, resulting in ambiguity. Try explicitly importing it from a particular module, or qualifying the name with the module it should come from. | Hint: a global variable of this name also exists in NLopt. | Hint: a global variable of this name also exists in JuMP. | Stacktrace: |  [1] top-level scope |    @ ~/Documentos/otmization/jump_2/ex6_1_2_jump.jl:42 |  [2] include(mapexpr::Function, mod::Module, _path::String) |    @ Base ./Base.jl:307 |  [3] top-level scope |    @ ~/Documentos/otmization/rodar_um_nlopt_2.jl:82 |  [4] include(mod::Module, _path::String) |    @ Base ./Base.jl:306 |  [5] exec_options(opts::Base.JLOptions) |    @ Base ./client.jl:317 |  [6] _start() |    @ Base ./client.jl:550 | in expression starting at /home/rezendegdm/Documentos/otmization/jump_2/ex6_1_2_jump.jl:42","","logs_nlopt_simples_2/ex6_1_2_jump_nlopt_2.log"
"jump_2/ex6_1_3_jump.jl","ex6_1_3_jump","NLopt","LD_SLSQP","ERRO_INCLUDE","","","","","NaN","NaN","","","","3000","1800.0","1.0e-7","1.0e-7","LoadError: UndefVarError: `optimize!` not defined in `Main` | Hint: It looks like two or more modules export different bindings with this name, resulting in ambiguity. Try explicitly importing it from a particular module, or qualifying the name with the module it should come from. | Hint: a global variable of this name also exists in NLopt. | Hint: a global variable of this name also exists in JuMP. | Stacktrace: |  [1] top-level scope |    @ ~/Documentos/otmization/jump_2/ex6_1_3_jump.jl:73 |  [2] include(mapexpr::Function, mod::Module, _path::String) |    @ Base ./Base.jl:307 |  [3] top-level scope |    @ ~/Documentos/otmization/rodar_um_nlopt_2.jl:82 |  [4] include(mod::Module, _path::String) |    @ Base ./Base.jl:306 |  [5] exec_options(opts::Base.JLOptions) |    @ Base ./client.jl:317 |  [6] _start() |    @ Base ./client.jl:550 | in expression starting at /home/rezendegdm/Documentos/otmization/jump_2/ex6_1_3_jump.jl:73","","logs_nlopt_simples_2/ex6_1_3_jump_nlopt_2.log"
"jump_2/ex6_1_4_jump.jl","ex6_1_4_jump","NLopt","LD_SLSQP","ERRO_INCLUDE","","","","","NaN","NaN","","","","3000","1800.0","1.0e-7","1.0e-7","LoadError: UndefVarError: `optimize!` not defined in `Main` | Hint: It looks like two or more modules export different bindings with this name, resulting in ambiguity. Try explicitly importing it from a particular module, or qualifying the name with the module it should come from. | Hint: a global variable of this name also exists in NLopt. | Hint: a global variable of this name also exists in JuMP. | Stacktrace: |  [1] top-level scope |    @ ~/Documentos/otmization/jump_2/ex6_1_4_jump.jl:44 |  [2] include(mapexpr::Function, mod::Module, _path::String) |    @ Base ./Base.jl:307 |  [3] top-level scope |    @ ~/Documentos/otmization/rodar_um_nlopt_2.jl:82 |  [4] include(mod::Module, _path::String) |    @ Base ./Base.jl:306 |  [5] exec_options(opts::Base.JLOptions) |    @ Base ./client.jl:317 |  [6] _start() |    @ Base ./client.jl:550 | in expression starting at /home/rezendegdm/Documentos/otmization/jump_2/ex6_1_4_jump.jl:44","","logs_nlopt_simples_2/ex6_1_4_jump_nlopt_2.log"
"jump_2/gtm_jump.jl","gtm_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","543.5650947881239","1.190821886062622","64","25","124","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/gtm_jump_nlopt_2.log"
"jump_2/harker_jump.jl","harker_jump","NLopt","LD_SLSQP","OK","OTHER_ERROR","UNKNOWN_RESULT_STATUS","NO_SOLUTION","FAILURE","1.611515916686075e9","1.0675928592681885","21","8","28","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/harker_jump_nlopt_2.log"
"jump_2/haverly_jump.jl","haverly_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-400.0000000000002","0.24913501739501953","13","10","24","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/haverly_jump_nlopt_2.log"
"jump_2/hhfair_jump.jl","hhfair_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-87.15903183831598","1.206563949584961","30","26","40","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/hhfair_jump_nlopt_2.log"
"jump_2/himmel16_jump.jl","himmel16_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-0.674981445599156","0.25580596923828125","19","22","25","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/himmel16_jump_nlopt_2.log"
"jump_2/house_jump.jl","house_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-4499.999999686725","0.2544839382171631","9","9","14","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/house_jump_nlopt_2.log"
"jump_2/immum_jump.jl","immum_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","XTOL_REACHED","6.969379265553713e-7","0.16073298454284668","22","8","29","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/immum_jump_nlopt_2.log"
"jump_2/Ints100_jump.jl","Ints100_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","0.5546327126721957","52.52164697647095","507","401","611","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/Ints100_jump_nlopt_2.log"
"jump_2/Ints50_jump.jl","Ints50_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","0.5546726210502114","6.609330892562866","257","201","311","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/Ints50_jump_nlopt_2.log"
"jump_2/launch_jump.jl","launch_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","2257.797557621808","1.4442989826202393","39","29","78","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/launch_jump_nlopt_2.log"
"jump_2/least_jump.jl","least_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","14085.139848925555","1.135725975036621","4","1","3","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/least_jump_nlopt_2.log"
"jump_2/linear_jump.jl","linear_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","89.00000006402492","1.1570827960968018","25","21","61","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/linear_jump_nlopt_2.log"
"jump_2/meanvar_jump.jl","meanvar_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","5.243399074161934","0.1707761287689209","9","3","18","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/meanvar_jump_nlopt_2.log"
"jump_2/mhw4d_jump.jl","mhw4d_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","27.8719052207849","1.1705429553985596","6","4","4","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/mhw4d_jump_nlopt_2.log"
"jump_2/minlphi_jump.jl","minlphi_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","XTOL_REACHED","582.2361420430328","1.4448111057281494","65","80","150","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/minlphi_jump_nlopt_2.log"
"jump_2/nemhaus_jump.jl","nemhaus_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","31.0","0.16455817222595215","6","6","11","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/nemhaus_jump_nlopt_2.log"
"jump_2/otpop_jump.jl","otpop_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","XTOL_REACHED","-3.308266221458367e-8","1.470750093460083","104","77","136","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/otpop_jump_nlopt_2.log"
"jump_2/pindyck_jump.jl","pindyck_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-1170.4861802183932","1.3549540042877197","117","97","197","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/pindyck_jump_nlopt_2.log"
"jump_2/pollut_jump.jl","pollut_jump","NLopt","LD_SLSQP","OK","LOCALLY_SOLVED","FEASIBLE_POINT","NO_SOLUTION","FTOL_REACHED","-5.353268628747382e6","1.2339301109313965","43","9","89","3000","1800.0","1.0e-7","1.0e-7","","","logs_nlopt_simples_2/pollut_jump_nlopt_2.log"
